,Unnamed: 0,emotion_str,country,tweet,name,alpha-3,country-code,Country,Users (in million),Source,Total Tweets,tweetpm,date,Unnamed: 0,emotion_str,country,tweet,name,alpha-3,country-code,Country,Users (in million),Source,Total Tweets,tweetpm,date,Unnamed: 0,emotion_str,country,tweet,name,alpha-3,country-code,Country,Users (in million),Source,Total Tweets,tweetpm,date,Unnamed: 0,emotion_str,country,tweet,name,alpha-3,country-code,Country,Users (in million),Source,Total Tweets,tweetpm,date,Unnamed: 0,emotion_str,country,tweet,date,name,alpha-3,country-code,Country,Users (in million),Source,Total Tweets,tweetpm
148,148,enthusiasm,Malaysia,66,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,16.923076923076927,February,148,enthusiasm,Italy,60,Italy,ITA,380,Italy,2.5,,3822.0,24.0,March,148,enthusiasm,Japan,72,Japan,JPN,392,Japan,48.45,Statista,4314.0,1.4860681114551082,April,148,enthusiasm,South Africa,276,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,32.47058823529412,May,244,relief,Japan,24,June,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.4953560371517027
149,149,enthusiasm,Mexico,18,Mexico,MEX,484,Mexico,25.7,,1746.0,0.7003891050583658,February,149,enthusiasm,Japan,48,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.9907120743034056,March,149,enthusiasm,Kenya,204,Kenya,KEN,404,Kenya,8.2,google,9228.0,24.87804878048781,April,149,enthusiasm,Spain,24,Spain,ESP,724,Spain,8.4,Statista,4080.0,2.8571428571428568,May,245,relief,Kenya,63,June,Kenya,KEN,404,Kenya,8.2,google,9228.0,7.682926829268293
150,150,enthusiasm,New Zealand,24,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,26.666666666666664,February,150,enthusiasm,Kenya,102,Kenya,KEN,404,Kenya,8.2,google,9228.0,12.439024390243905,March,150,enthusiasm,Malaysia,120,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,30.76923076923077,April,150,enthusiasm,Sweden,6,Sweden,SWE,752,Sweden,2.0,,1422.0,3.0,May,246,relief,Kingdom of Saudi Arabia,12,June,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,0.8
151,151,enthusiasm,Nigeria,348,Nigeria,NGA,566,Nigeria,8.4,,38400.0,41.428571428571416,February,151,enthusiasm,Kingdom of Saudi Arabia,18,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,1.2,March,151,enthusiasm,Mexico,24,Mexico,MEX,484,Mexico,25.7,,1746.0,0.9338521400778209,April,151,enthusiasm,Switzerland,18,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,22.5,May,247,relief,Malaysia,96,June,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,24.615384615384613
152,152,enthusiasm,Pakistan,72,Pakistan,PAK,586,Pakistan,1.26,google,8358.0,57.14285714285714,February,152,enthusiasm,Malaysia,96,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,24.615384615384613,March,152,enthusiasm,New Zealand,60,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,66.66666666666667,April,152,enthusiasm,Thailand,24,Thailand,THA,764,Thailand,7.35,Statista,2736.0,3.26530612244898,May,248,relief,Mexico,12,June,Mexico,MEX,484,Mexico,25.7,,1746.0,0.4669260700389105
153,153,enthusiasm,Republic of Korea,54,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,8.925619834710744,February,153,enthusiasm,Mexico,12,Mexico,MEX,484,Mexico,25.7,,1746.0,0.4669260700389105,March,153,enthusiasm,Nigeria,804,Nigeria,NGA,566,Nigeria,8.4,,38400.0,95.71428571428572,April,153,enthusiasm,The Netherlands,18,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,6.428571428571429,May,249,relief,New Zealand,75,June,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,83.33333333333333
154,154,enthusiasm,Republic of the Philippines,162,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,22.657342657342657,February,154,enthusiasm,New Zealand,48,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,53.33333333333333,March,154,enthusiasm,Pakistan,264,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,101.53846153846152,April,154,enthusiasm,Turkey,18,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,1.3186813186813189,May,250,relief,Nigeria,342,June,Nigeria,NGA,566,Nigeria,8.4,,38400.0,40.714285714285715
155,155,enthusiasm,Singapore,42,Singapore,SGP,702,Singapore,1.3,,3246.0,32.30769230769231,February,155,enthusiasm,Nigeria,414,Nigeria,NGA,566,Nigeria,8.4,,38400.0,49.28571428571429,March,155,enthusiasm,Republic of the Philippines,156,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,21.818181818181817,April,155,enthusiasm,Uganda,114,Uganda,UGA,800,,,,,,May,251,relief,Pakistan,294,June,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,113.07692307692308
156,156,enthusiasm,South Africa,102,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,12.0,February,156,enthusiasm,Pakistan,144,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,55.38461538461538,March,156,enthusiasm,Singapore,42,Singapore,SGP,702,Singapore,1.3,,3246.0,32.30769230769231,April,156,enthusiasm,United Arab Emirates,36,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,6.90978886756238,May,252,relief,Republic of Korea,3,June,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,0.4958677685950413
157,157,enthusiasm,Spain,42,Spain,ESP,724,Spain,8.4,Statista,4080.0,5.0,February,157,enthusiasm,Republic of Korea,18,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,2.975206611570248,March,157,enthusiasm,South Africa,402,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,47.29411764705882,April,157,enthusiasm,United Kingdom,2076,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,116.95774647887323,May,253,relief,Republic of the Philippines,177,June,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,24.755244755244757
158,158,enthusiasm,Sweden,36,Sweden,SWE,752,Sweden,2.0,,1422.0,18.0,February,158,enthusiasm,Republic of the Philippines,108,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,15.104895104895105,March,158,enthusiasm,Spain,36,Spain,ESP,724,Spain,8.4,Statista,4080.0,4.285714285714286,April,158,enthusiasm,United States,3480,United States,USA,840,United States,64.2,Statista,454626.0,54.20560747663552,May,254,relief,Singapore,36,June,Singapore,SGP,702,Singapore,1.3,,3246.0,27.69230769230769
159,159,enthusiasm,Switzerland,12,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,15.0,February,159,enthusiasm,Singapore,30,Singapore,SGP,702,Singapore,1.3,,3246.0,23.07692307692308,March,159,enthusiasm,Sri Lanka,36,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,72.0,April,159,fun,Australia,162,Australia,AUS,36,Australia,5.0,Statista,22578.0,32.4,May,255,relief,South Africa,366,June,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,43.058823529411775
160,160,enthusiasm,Thailand,60,Thailand,THA,764,Thailand,7.35,Statista,2736.0,8.16326530612245,February,160,enthusiasm,South Africa,246,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,28.94117647058824,March,160,enthusiasm,Sweden,24,Sweden,SWE,752,Sweden,2.0,,1422.0,12.0,April,160,fun,Belgium,12,Belgium,BEL,56,Belgium,1.0,,2268.0,12.0,May,256,relief,Spain,42,June,Spain,ESP,724,Spain,8.4,Statista,4080.0,5.0
161,161,enthusiasm,The Netherlands,6,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,2.142857142857143,February,161,enthusiasm,Spain,72,Spain,ESP,724,Spain,8.4,Statista,4080.0,8.571428571428571,March,161,enthusiasm,Switzerland,30,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,37.5,April,161,fun,Brazil,12,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,0.8362369337979094,May,257,relief,Sri Lanka,15,June,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,30.0
162,162,enthusiasm,Turkey,6,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,0.4395604395604396,February,162,enthusiasm,Sri Lanka,12,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,24.0,March,162,enthusiasm,Thailand,24,Thailand,THA,764,Thailand,7.35,Statista,2736.0,3.26530612244898,April,162,fun,Canada,318,Canada,CAN,124,Canada,8.15,Statista,38382.0,39.01840490797546,May,258,relief,Sweden,15,June,Sweden,SWE,752,Sweden,2.0,,1422.0,7.5
163,163,enthusiasm,Uganda,18,Uganda,UGA,800,,,,,,February,163,enthusiasm,Sweden,30,Sweden,SWE,752,Sweden,2.0,,1422.0,15.0,March,163,enthusiasm,The Netherlands,54,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,19.285714285714292,April,163,fun,China,24,China,CHN,156,China,2.0,NY Times,7482.0,12.0,May,259,relief,Switzerland,33,June,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,41.25
164,164,enthusiasm,United Arab Emirates,54,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,10.36468330134357,February,164,enthusiasm,Switzerland,18,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,22.5,March,164,enthusiasm,Turkey,18,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,1.3186813186813189,April,164,fun,France,24,France,FRA,250,France,8.9,Statista,3192.0,2.696629213483146,May,260,relief,Thailand,33,June,Thailand,THA,764,Thailand,7.35,Statista,2736.0,4.489795918367348
165,165,enthusiasm,United Kingdom,474,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,26.70422535211268,February,165,enthusiasm,Thailand,18,Thailand,THA,764,Thailand,7.35,Statista,2736.0,2.4489795918367347,March,165,enthusiasm,Uganda,108,Uganda,UGA,800,,,,,,April,165,fun,Germany,36,Germany,DEU,276,Germany,6.1,Statista,4140.0,5.9016393442622945,May,261,relief,The Netherlands,33,June,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,11.785714285714285
166,166,enthusiasm,United States,2082,United States,USA,840,United States,64.2,Statista,454626.0,32.429906542056074,February,166,enthusiasm,The Netherlands,60,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,21.42857142857143,March,166,enthusiasm,United Arab Emirates,72,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,13.81957773512476,April,166,fun,Ghana,48,Ghana,GHA,288,Ghana,2.0,,6312.0,24.0,May,262,relief,Turkey,18,June,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,1.3186813186813189
167,167,fun,Australia,144,Australia,AUS,36,Australia,4.1,Statista,22578.0,35.1219512195122,February,167,enthusiasm,Turkey,6,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,0.4395604395604396,March,167,enthusiasm,United Kingdom,2502,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,140.95774647887325,April,167,fun,Hong Kong,18,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,12.0,May,263,relief,Uganda,84,June,Uganda,UGA,800,,,,,
168,168,fun,Belgium,30,Belgium,BEL,56,Belgium,1.0,,2268.0,30.0,February,168,enthusiasm,Uganda,24,Uganda,UGA,800,,,,,,March,168,enthusiasm,United States,6036,United States,USA,840,United States,64.2,Statista,454626.0,94.01869158878503,April,168,fun,India,768,India,IND,356,India,13.15,Statista,90480.0,58.40304182509506,May,264,relief,United Arab Emirates,75,June,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,14.395393474088293
169,169,fun,Brazil,6,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,0.4181184668989547,February,169,enthusiasm,United Arab Emirates,60,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,11.516314779270632,March,169,fun,Australia,276,Australia,AUS,36,Australia,5.0,Statista,22578.0,55.2,April,169,fun,Indonesia,54,Indonesia,IDN,360,Indonesia,11.8,,3954.0,4.576271186440677,May,265,relief,United Kingdom,3795,June,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,213.80281690140842
170,170,fun,Canada,144,Canada,CAN,124,Canada,8.15,Statista,38382.0,17.668711656441715,February,170,enthusiasm,United Kingdom,1326,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,74.70422535211267,March,170,fun,Belgium,24,Belgium,BEL,56,Belgium,1.0,,2268.0,24.0,April,170,fun,Ireland,144,Ireland,IRL,372,Ireland,2.5,,12138.0,57.6,May,266,relief,United States,5685,June,United States,USA,840,United States,64.2,Statista,454626.0,88.55140186915888
171,171,fun,China,240,China,CHN,156,China,2.0,NY Times,7482.0,120.0,February,171,enthusiasm,United States,5484,United States,USA,840,United States,64.2,Statista,454626.0,85.42056074766354,March,171,fun,Brazil,24,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,1.6724738675958188,April,171,fun,Italy,84,Italy,ITA,380,Italy,2.5,,3822.0,33.6,May,267,sadness,Australia,357,June,Australia,AUS,36,Australia,5.0,Statista,22578.0,71.4
172,172,fun,France,30,France,FRA,250,France,8.9,Statista,3192.0,3.3707865168539324,February,172,fun,Australia,252,Australia,AUS,36,Australia,5.0,Statista,22578.0,50.4,March,172,fun,Canada,486,Canada,CAN,124,Canada,8.15,Statista,38382.0,59.6319018404908,April,172,fun,Japan,24,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.4953560371517027,May,268,sadness,Belgium,39,June,Belgium,BEL,56,Belgium,1.0,,2268.0,39.0
173,173,fun,Germany,72,Germany,DEU,276,Germany,6.1,Statista,4140.0,11.803278688524589,February,173,fun,Belgium,42,Belgium,BEL,56,Belgium,1.0,,2268.0,42.0,March,173,fun,China,42,China,CHN,156,China,2.0,NY Times,7482.0,21.0,April,173,fun,Kenya,60,Kenya,KEN,404,Kenya,8.2,google,9228.0,7.317073170731707,May,269,sadness,Brazil,45,June,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,3.1358885017421603
174,174,fun,Ghana,84,Ghana,GHA,288,Ghana,2.0,,6312.0,42.0,February,174,fun,Brazil,18,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,1.2543554006968642,March,174,fun,France,36,France,FRA,250,France,8.9,Statista,3192.0,4.044943820224719,April,174,fun,Kingdom of Saudi Arabia,12,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,0.8,May,270,sadness,Canada,633,June,Canada,CAN,124,Canada,8.15,Statista,38382.0,77.66871165644172
175,175,fun,Hong Kong,48,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,32.0,February,175,fun,Canada,396,Canada,CAN,124,Canada,8.15,Statista,38382.0,48.58895705521472,March,175,fun,Germany,114,Germany,DEU,276,Germany,6.1,Statista,4140.0,18.688524590163933,April,175,fun,Malaysia,102,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,26.153846153846153,May,271,sadness,China,33,June,China,CHN,156,China,2.0,NY Times,7482.0,16.5
176,176,fun,India,228,India,IND,356,India,13.15,Statista,90480.0,17.338403041825096,February,176,fun,China,72,China,CHN,156,China,2.0,NY Times,7482.0,36.0,March,176,fun,Ghana,246,Ghana,GHA,288,Ghana,2.0,,6312.0,123.0,April,176,fun,Mexico,24,Mexico,MEX,484,Mexico,25.7,,1746.0,0.9338521400778209,May,272,sadness,France,78,June,France,FRA,250,France,8.9,Statista,3192.0,8.764044943820224
177,177,fun,Indonesia,60,Indonesia,IDN,360,Indonesia,11.8,,3954.0,5.084745762711863,February,177,fun,France,18,France,FRA,250,France,8.9,Statista,3192.0,2.02247191011236,March,177,fun,Hong Kong,12,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,8.0,April,177,fun,New Zealand,30,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,33.333333333333336,May,273,sadness,Germany,57,June,Germany,DEU,276,Germany,6.1,Statista,4140.0,9.344262295081966
178,178,fun,Ireland,42,Ireland,IRL,372,Ireland,1.5,,12138.0,28.0,February,178,fun,Germany,66,Germany,DEU,276,Germany,6.1,Statista,4140.0,10.81967213114754,March,178,fun,India,1110,India,IND,356,India,13.15,Statista,90480.0,84.4106463878327,April,178,fun,Nigeria,468,Nigeria,NGA,566,Nigeria,8.4,,38400.0,55.714285714285715,May,274,sadness,Ghana,45,June,Ghana,GHA,288,Ghana,2.0,,6312.0,22.5
179,179,fun,Italy,48,Italy,ITA,380,Italy,2.5,,3822.0,19.2,February,179,fun,Ghana,216,Ghana,GHA,288,Ghana,2.0,,6312.0,108.0,March,179,fun,Indonesia,78,Indonesia,IDN,360,Indonesia,11.8,,3954.0,6.610169491525422,April,179,fun,Pakistan,48,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,18.46153846153846,May,275,sadness,Hong Kong,6,June,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,4.0
180,180,fun,Japan,42,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.8668730650154798,February,180,fun,Hong Kong,48,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,32.0,March,180,fun,Ireland,198,Ireland,IRL,372,Ireland,2.5,,12138.0,79.2,April,180,fun,Republic of the Philippines,96,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,13.426573426573427,May,276,sadness,India,2082,June,India,IND,356,India,13.15,Statista,90480.0,158.32699619771861
181,181,fun,Kenya,60,Kenya,KEN,404,Kenya,8.2,google,9228.0,7.317073170731707,February,181,fun,India,612,India,IND,356,India,13.15,Statista,90480.0,46.53992395437263,March,181,fun,Italy,84,Italy,ITA,380,Italy,2.5,,3822.0,33.6,April,181,fun,Singapore,24,Singapore,SGP,702,Singapore,1.3,,3246.0,18.46153846153846,May,277,sadness,Indonesia,72,June,Indonesia,IDN,360,Indonesia,11.8,,3954.0,6.101694915254238
182,182,fun,Malaysia,108,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,27.69230769230769,February,182,fun,Indonesia,30,Indonesia,IDN,360,Indonesia,11.8,,3954.0,2.5423728813559316,March,182,fun,Japan,12,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.24767801857585134,April,182,fun,South Africa,372,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,43.764705882352935,May,278,sadness,Ireland,216,June,Ireland,IRL,372,Ireland,2.5,,12138.0,86.4
183,183,fun,Mexico,30,Mexico,MEX,484,Mexico,25.7,,1746.0,1.1673151750972763,February,183,fun,Ireland,120,Ireland,IRL,372,Ireland,2.5,,12138.0,48.0,March,183,fun,Kenya,180,Kenya,KEN,404,Kenya,8.2,google,9228.0,21.951219512195124,April,183,fun,Spain,24,Spain,ESP,724,Spain,8.4,Statista,4080.0,2.8571428571428568,May,279,sadness,Italy,39,June,Italy,ITA,380,Italy,2.5,,3822.0,15.6
184,184,fun,New Zealand,18,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,20.0,February,184,fun,Italy,78,Italy,ITA,380,Italy,2.5,,3822.0,31.2,March,184,fun,Kingdom of Saudi Arabia,30,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,2.0,April,184,fun,Switzerland,12,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,15.0,May,280,sadness,Japan,45,June,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.9287925696594428
185,185,fun,Nigeria,402,Nigeria,NGA,566,Nigeria,8.4,,38400.0,47.85714285714285,February,185,fun,Japan,30,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.6191950464396284,March,185,fun,Malaysia,120,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,30.76923076923077,April,185,fun,Thailand,12,Thailand,THA,764,Thailand,7.35,Statista,2736.0,1.6326530612244898,May,281,sadness,Kenya,117,June,Kenya,KEN,404,Kenya,8.2,google,9228.0,14.26829268292683
186,186,fun,Pakistan,12,Pakistan,PAK,586,Pakistan,1.26,google,8358.0,9.523809523809524,February,186,fun,Kenya,96,Kenya,KEN,404,Kenya,8.2,google,9228.0,11.707317073170733,March,186,fun,Mexico,30,Mexico,MEX,484,Mexico,25.7,,1746.0,1.1673151750972763,April,186,fun,The Netherlands,36,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,12.857142857142858,May,282,sadness,Kingdom of Saudi Arabia,21,June,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,1.4
187,187,fun,Republic of Korea,18,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,2.975206611570248,February,187,fun,Kingdom of Saudi Arabia,12,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,0.8,March,187,fun,New Zealand,102,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,113.33333333333331,April,187,fun,Turkey,18,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,1.3186813186813189,May,283,sadness,Malaysia,30,June,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,7.6923076923076925
188,188,fun,Republic of the Philippines,102,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,14.265734265734265,February,188,fun,Malaysia,222,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,56.92307692307693,March,188,fun,Nigeria,936,Nigeria,NGA,566,Nigeria,8.4,,38400.0,111.42857142857143,April,188,fun,Uganda,102,Uganda,UGA,800,,,,,,May,284,sadness,Mexico,15,June,Mexico,MEX,484,Mexico,25.7,,1746.0,0.5836575875486382
189,189,fun,Singapore,54,Singapore,SGP,702,Singapore,1.3,,3246.0,41.53846153846154,February,189,fun,Mexico,6,Mexico,MEX,484,Mexico,25.7,,1746.0,0.2334630350194553,March,189,fun,Pakistan,54,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,20.76923076923077,April,189,fun,United Arab Emirates,60,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,11.516314779270632,May,285,sadness,New Zealand,75,June,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,83.33333333333333
190,190,fun,South Africa,132,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,15.529411764705882,February,190,fun,New Zealand,30,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,33.333333333333336,March,190,fun,Republic of Korea,12,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,1.9834710743801651,April,190,fun,United Kingdom,2010,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,113.2394366197183,May,286,sadness,Nigeria,372,June,Nigeria,NGA,566,Nigeria,8.4,,38400.0,44.28571428571429
191,191,fun,Spain,54,Spain,ESP,724,Spain,8.4,Statista,4080.0,6.428571428571428,February,191,fun,Nigeria,378,Nigeria,NGA,566,Nigeria,8.4,,38400.0,45.0,March,191,fun,Republic of the Philippines,78,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,10.909090909090908,April,191,fun,United States,2982,United States,USA,840,United States,64.2,Statista,454626.0,46.44859813084112,May,287,sadness,Pakistan,171,June,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,65.76923076923077
192,192,fun,Sweden,24,Sweden,SWE,752,Sweden,2.0,,1422.0,12.0,February,192,fun,Pakistan,42,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,16.153846153846153,March,192,fun,Singapore,48,Singapore,SGP,702,Singapore,1.3,,3246.0,36.92307692307692,April,192,hate,Australia,522,Australia,AUS,36,Australia,5.0,Statista,22578.0,104.4,May,288,sadness,Republic of Korea,18,June,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,2.975206611570248
193,193,fun,Switzerland,24,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,30.0,February,193,fun,Republic of Korea,6,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,0.9917355371900828,March,193,fun,South Africa,792,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,93.17647058823529,April,193,hate,Belgium,60,Belgium,BEL,56,Belgium,1.0,,2268.0,60.0,May,289,sadness,Republic of the Philippines,141,June,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,19.72027972027972
194,194,fun,Thailand,30,Thailand,THA,764,Thailand,7.35,Statista,2736.0,4.081632653061225,February,194,fun,Republic of the Philippines,180,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,25.174825174825173,March,194,fun,Spain,78,Spain,ESP,724,Spain,8.4,Statista,4080.0,9.285714285714283,April,194,hate,Brazil,84,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,5.853658536585367,May,290,sadness,Singapore,24,June,Singapore,SGP,702,Singapore,1.3,,3246.0,18.46153846153846
195,195,fun,The Netherlands,30,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,10.714285714285717,February,195,fun,Singapore,12,Singapore,SGP,702,Singapore,1.3,,3246.0,9.23076923076923,March,195,fun,Sri Lanka,36,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,72.0,April,195,hate,Canada,846,Canada,CAN,124,Canada,8.15,Statista,38382.0,103.8036809815951,May,291,sadness,South Africa,621,June,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,73.05882352941177
196,196,fun,Turkey,12,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,0.8791208791208791,February,196,fun,South Africa,306,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,36.0,March,196,fun,Sweden,18,Sweden,SWE,752,Sweden,2.0,,1422.0,9.0,April,196,hate,China,24,China,CHN,156,China,2.0,NY Times,7482.0,12.0,May,292,sadness,Spain,57,June,Spain,ESP,724,Spain,8.4,Statista,4080.0,6.7857142857142865
197,197,fun,Uganda,18,Uganda,UGA,800,,,,,,February,197,fun,Spain,66,Spain,ESP,724,Spain,8.4,Statista,4080.0,7.857142857142858,March,197,fun,Switzerland,30,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,37.5,April,197,hate,France,54,France,FRA,250,France,8.9,Statista,3192.0,6.0674157303370775,May,293,sadness,Sri Lanka,12,June,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,24.0
198,198,fun,United Arab Emirates,48,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,9.213051823416507,February,198,fun,Sri Lanka,6,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,12.0,March,198,fun,Thailand,36,Thailand,THA,764,Thailand,7.35,Statista,2736.0,4.8979591836734695,April,198,hate,Germany,78,Germany,DEU,276,Germany,6.1,Statista,4140.0,12.78688524590164,May,294,sadness,Sweden,12,June,Sweden,SWE,752,Sweden,2.0,,1422.0,6.0
199,199,fun,United Kingdom,552,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,31.098591549295772,February,199,fun,Sweden,12,Sweden,SWE,752,Sweden,2.0,,1422.0,6.0,March,199,fun,The Netherlands,66,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,23.57142857142857,April,199,hate,Ghana,72,Ghana,GHA,288,Ghana,2.0,,6312.0,36.0,May,295,sadness,Switzerland,24,June,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,30.0
